Original Orbis Name,Original Kununu Name,Similarity Score,Orbis Name (after preprocessing),Kununu Name (after preprocessing),Orbis ID,Kununu ID,NACE Code,Employees,City,Kununu Name Translated
just verwaltungsgesellschaft mbh,just network services gmbh,100.0,just,just,11456754,09411415-cbcf-4f7b-a98d-30d2e31cb6a6,I - Accommodation and food service activities,194.0,MONHEIM,just network services gmbh
fondium bv & co kg,fondium,100.0,fondium,fondium,403223038,095e9f58-2882-4c87-bf4e-559b971b0b23,C - Manufacturing,1712.0,METTMANN,foundation
effekt gmbh,effekt unternehmensgruppe,100.0,effekt,effekt,288551466,096220ab-d20b-4993-9988-7a4b4b7a3fd0,N - Administrative and support service activities,240.0,LEIPZIG,effect group of companies
toolbox gmbh,toolbox software gmbh,100.0,toolbox,toolbox,6543501,0962d29d-a184-4bea-9195-1acfb2e81b37,J - Information and communication,50.0,ESCHWEILER,toolbox software gmbh
ernst hinrichs dental gmbh,seniorenhaus hinrichs,100.0,hinrichs,hinrichs,2313579,0972bfcb-0524-4ce6-8683-9e4b9f20a457,C - Manufacturing,46.0,GOSLAR,senior citizens home hinrichs
explorer fernreisen gmbh,explorer fernreisen gmbh & co kg,100.0,explorer fernreisen,explorer fernreisen,15761421,097bbf0d-7f74-49b2-aa42-c745396f1908,N - Administrative and support service activities,110.0,DUESSELDORF,explorer long-distance travel gmbh &amp; co kg
heinrich blohm gesellschaft mit beschraenkter haftung,blohm jung gmbh,100.0,blohm,blohm,2320000,09b334a1-9f8a-49e8-9480-6771f4a97c72,F - Construction,55.0,HARSEFELD,blohm-jung gmbh
smiths detection germany gmbh,smiths detection gmbh,100.0,smiths detection,smiths detection,2645884,09c3f8e0-72ae-434d-9a5d-919c6279b3ba,C - Manufacturing,644.0,WIESBADEN,smiths detection gmbh
artinvest real estate management gmbh & co kg,artinvest real estate,100.0,artinvest,artinvest,84659969,09d234e9-3f2d-4321-b7a0-82f1bc545c35,"M - Professional, scientific and technical activities",203.0,KOELN,artinvest real estate
spedition hein gmbh,hein verpackungen gmbh,100.0,hein,hein,2820034,09e3933d-1303-409e-917f-a1d365a8fbe8,H - Transportation and storage,70.0,ROTT,hein packaging gmbh
andreas krone ek,first krone gmbh,100.0,krone,krone,145889143,09e562c1-7080-45e7-9260-8f571b47f178,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,81.0,HANNOVER,first krone gmbh
sostmeier automotive gmbh,sostmeier group,100.0,sostmeier,sostmeier,115010857,09ea3749-1f55-4bfb-8a38-d00ef644deac,H - Transportation and storage,48.0,OSNABRUECK,sostmeiergroup
gottlob rommel bauunternehmung gmbh & co kg,gottlob rommel,100.0,gottlob rommel,gottlob rommel,130989181,0a0dc175-54fa-4749-a309-3e6142951270,F - Construction,282.0,STUTTGART,thank god rommel
kohl medical ag,kohl gruppe ag,100.0,kohl,kohl,2717067,0a0ead9c-98ef-4040-9de5-f8231f957331,K - Financial and insurance activities,1033.0,MERZIG,kohl group ag
klax international gmbh,klax gruppe,100.0,klax,klax,151777234,0a3d5c2a-96bc-48a5-a306-0a686f648ef7,"M - Professional, scientific and technical activities",114.0,BERLIN,klax group
vaillant gmbh,vaillant group,100.0,vaillant,vaillant,2585834,0a5987bb-fbed-4a74-bc75-052e66927c18,C - Manufacturing,14542.0,REMSCHEID,vaillantgroup
messprofis ag & co kg,messprofis,100.0,mesprofis,mesprofis,309612527,0a742c14-ad5a-43a9-9246-420ed03fdcf7,N - Administrative and support service activities,45.0,BIELEFELD,measuring professionals
better taste holding gmbh,better taste gmbh,100.0,better taste,better taste,349416672,0a7dbbdf-1073-4e25-a821-d9023592ea23,K - Financial and insurance activities,400.0,LUDWIGSBURG,better taste gmbh
reha zentrum im oberlinhaus ggmbh,verein oberlinhaus,100.0,oberlinhaus,oberlinhaus,13928549,0aaa83da-2304-4e99-9c17-b3f55d9cde8c,Q - Human health and social work activities,79.0,POTSDAM,oberlinhaus association
springer nature ag & co kgaa,springer nature,100.0,springer nature,springer nature,158747603,0aade263-6fcd-4ef7-9c47-66c03f484337,J - Information and communication,8907.0,BERLIN,springernature
msg group gmbh,msg,100.0,msg,msg,71390751,0ab7f3eb-a461-4882-a718-17a31abc42ed,"M - Professional, scientific and technical activities",9171.0,ISMANING,msg
dr c soldan gesellschaft mit beschraenkter haftung,hans soldan gmbh,100.0,soldan,soldan,2789596,0ab9fe85-94b7-454d-8dd5-c8f225ab13c8,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45.0,ADELSDORF,hans soldan gmbh
gerhard d wempe gmbh & co kg,wempe,100.0,wempe,wempe,2316791,0af2e9a9-a1c3-43f9-bfe9-5a3c9b094d6f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,750.0,HAMBURG,wempe
beeline gmbh,beeline retail gmbh,100.0,beeline,beeline,2562841,0b06aa8c-983d-4944-b3b2-87690aa1966f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,3200.0,KOELN,beeline retail gmbh
stock maschinenbau gmbh,stock gmbh,100.0,stock,stock,2618716,0b140cdb-daa0-4c6d-b7db-a261ad24785a,C - Manufacturing,60.0,GREBENAU,stock gmbh
hanse handels haus gmbh,hanse consulting,100.0,hanse,hanse,266127165,0b1f340e-8769-4e16-9868-bcb1415ec287,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,35.0,BUXTEHUDE,hanseconsulting
mundt gmbh hannover,mundt gmbh,100.0,mundt,mundt,2346511,0b28b7cc-3211-4de0-913a-3dd59c3854f6,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,107.0,HANNOVER,mundt gmbh
pro repair gmbh,repair management,100.0,repair,repair,125334296,0b2ca870-f651-41a0-a43e-b1d70a454946,J - Information and communication,82.0,OBERKRAEMER,repairmanagement
h&m hennes & mauritz logistik ab & co kg,h&m hennes & mauritz bv & co kg deutschland,100.0,hundm hennes mauritz,hundm hennes mauritz,41143720,0b319728-0c2d-4f16-bfa9-3d4ad1aab0ac,C - Manufacturing,1017.0,HAMBURG,h&amp;m hennes &amp; mauritz bv &amp; co kg germany
norma distribution center gmbh,norma,100.0,norma,norma,7467900,0b36d0ce-6671-41d4-9b0e-87da872095d1,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,51.0,MARSBERG,standard
head germany gmbh,head for work gmbh,100.0,head,head,2845193,0b3751bf-e4ce-43cb-b0ed-7165cc289eca,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,54.0,FELDKIRCHEN,head for work gmbh
krh servicegesellschaft mbh,krh klinikum region hannover,100.0,krh,krh,57040110,0b466614-cea0-4ec7-b719-3f6b39f3662d,I - Accommodation and food service activities,719.0,HANNOVER,krh clinic region hannover
capri sun gmbh,capri sun deutschland,100.0,capri sun,capri sun,2664628,0b4717f1-eac9-43e1-982f-da1a3583ee18,C - Manufacturing,679.0,EPPELHEIM,capri sun germany
aetka ag,aetka communication center ag,100.0,atka,atka,2396339,0b5539c8-0b60-432a-a177-56ab3a47c28a,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,45.0,HATMANNSDORF,aetka communication center ag
cg chemikalien gmbh & co holding kg,cg chemikalien gmbh & cokg,100.0,cg chemikalien,cg chemikalien,2352175,0b5a196e-a76a-4256-a858-67149113b76d,"M - Professional, scientific and technical activities",766.0,LAATZEN,cg chemicals gmbh &amp; cokg
247tailorsteel nord gmbh,247tailorsteel,100.0,247tailorsteel,247tailorsteel,109840711,0b5dbc21-faf1-41cb-aeee-c350ecb734c4,C - Manufacturing,88.0,OYTEN,247tailorsteel
nxt statista gmbh & co kg,nxt statista,100.0,nxt statista,nxt statista,155059870,0b8b8e6c-e1f5-4415-8006-b02713e7ff9b,J - Information and communication,31.0,HAMBURG,nxt statista
autohaus senger gmbh,senger unternehmensgruppe,100.0,senger,senger,2635590,0ba4c1d8-4bea-4f9d-a5de-6fd7b5ab6406,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,58.0,INGELHEIM,senger group of companies
karl bachl autohaus gmbh & co kg,karl bachl gmbh,100.0,bachl,bachl,41242562,0bbc0139-f6c8-4cb8-ac6a-3623cb51979f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,71.0,ROEHRNBACH,karl bachl gmbh
grupo antolin logistik deutschland gmbh,grupo antolin,100.0,grupo antolin,grupo antolin,52097707,0bc78a4b-a96b-4d5c-a8b6-06324940c0de,C - Manufacturing,195.0,KOELN,antolin group
mes germany beteiligungs gmbh,mes menschen entwicklung systeme gmbh,100.0,mes,mes,251728112,0bc8e17b-4038-4932-99f2-1d8719dc21aa,"M - Professional, scientific and technical activities",123.0,BONN,mes people development systems gmbh
autohaus sternpark gmbh & co kommanditgesellschaft,sternpark gruppe,100.0,sternpark,sternpark,2503532,0be77fd8-4bdf-44d9-b63a-994d0eaa6d9e,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,230.0,LIPPSTADT,starpark group
unite holding se,unite,100.0,unite,unite,11477412,0bf60b2e-c384-4452-b77b-644b286fc8fc,K - Financial and insurance activities,671.0,LEIPZIG,unite
logpay transport services gmbh,logpay unternehmensgruppe,100.0,logpay,logpay,31698721,0bf8390a-3854-4cef-b52d-5396dd57a9b7,N - Administrative and support service activities,39.0,ESCHBORN,logpay group of companies
bauunternehmen ernst heid gesellschaft mit beschraenkter haftung,heid immobilien gmbh,100.0,heid,heid,2722410,0c3a7c62-e394-4944-ad8c-789316ec2af4,F - Construction,42.0,FELLBACH,heid real estate gmbh
pad electronic engineering gmbh,pad ggmbh,100.0,pad,pad,16919167,0c46f5f3-d558-4fad-bf09-aeb6b6b33058,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,55.0,NEUENSTADT,pad gmbh
shl versicherungsmakler gmbh,shl group,100.0,shl,shl,9886818,0c4fd23d-f367-4fb1-b296-daa8dc74ccc8,K - Financial and insurance activities,47.0,MUENCHEN,shlgroup
kliniken erlabrunn gmbh,kliniken erlabrunn gemeinntzige gmbh,100.0,erlabrunn,erlabrunn,2437833,0c54ee90-7500-4c4c-9051-9987221cb868,Q - Human health and social work activities,683.0,BREITENBRUNN,clinics erlabrunn non-profit gmbh
griesemann holding gmbh & co kg,griesemann gruppe,100.0,griesemann,griesemann,189590131,0c5b8538-3c0f-4925-a959-a180dd5eec94,N - Administrative and support service activities,1336.0,WESSELING,griesemann group
beco hoch und ingenieurbau gmbh & cokg bauunternehmung,beco gmbh,100.0,beco,beco,2292387,0c6cccc4-a0ef-461f-9da1-4ef932586065,F - Construction,44.0,SCHEESSEL,beco gmbh
baker tilly rechtsanwaltsgesellschaft mbh,baker tilly,100.0,baker tilly,baker tilly,98249372,0c736ad6-36c1-4b01-9f3d-28be858d0c45,"M - Professional, scientific and technical activities",198.0,MUENCHEN,baker tilly
tronser cnc gmbh,alfred tronser gmbh,100.0,tronser,tronser,2697889,0c7d2568-1ff8-4ed7-b3be-279e7682fb6f,C - Manufacturing,48.0,ENGELSBRAND,alfred tronser gmbh
adac se,adac berlinbrandenburg ev,100.0,adac,adac,288676443,0caa50b1-2269-4f08-8eff-82b23afb8977,K - Financial and insurance activities,3023.0,MUENCHEN,adac berlinbrandenburg ev
abakus personal gmbh & co kg,abakus internet marketing gmbh,100.0,abakus,abakus,2617634,0cce4f9c-cf28-4efb-8acc-c77aa5fecccf,N - Administrative and support service activities,214.0,FULDA,abakus internet marketing gmbh
solutions by handelsblatt media group gmbh,handelsblatt media group,100.0,handelsblatt,handelsblatt,2538667,0ce58e51-ee58-4cd1-b297-aa16bf0d0724,J - Information and communication,70.0,HAMBURG,handelsblatt-media-group
alten und pflegeheim vera meyer gmbh,vera via gruppe,100.0,vera,vera,12624404,0cf03398-d34a-4816-9c00-34d117d58786,Q - Human health and social work activities,41.0,CELLE,vera via group
theodor schultz gmbh & co,schultz systemhaus gmbh,100.0,schultz,schultz,2492712,0d0c27bb-bf8c-44d1-a0cb-35727bca8f18,C - Manufacturing,44.0,WARENDORF,schultz systemhaus gmbh
archis architekten ingenieure gesellschaft mit beschraenkter haftung,archis architekten ingenieure gesellschaft mit beschrnkter haftung,100.0,archis,archis,7594990,0d14ec3d-5ad2-44d7-892a-c0362ef94f52,"M - Professional, scientific and technical activities",59.0,KARLSRUHE,archis architects engineers limited liability company
anker gebr schoeller gmbh co kg,anker gebr schoeller,100.0,anker scholler,anker scholler,2514334,0d493672-1750-4340-ae7b-d87463087108,C - Manufacturing,206.0,DUEREN,anchor gebr schoeller
b & t exact gmbh,exact software gruppe,100.0,exact,exact,2507504,0d812c07-cebd-49ff-a7b1-df22dbb62d7e,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,147.0,GEVELSBERG,exact software group
schum euroshop gmbh & co kg,schum euroshop,100.0,schum euroshop,schum euroshop,13967593,0db4eeee-7e37-489e-be93-3f389c852f74,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,2331.0,DETTELBACH,schum euroshop
hemeyer holding gmbh,hemeyer verpackungen gmbh,100.0,hemeyer,hemeyer,2310729,0dbabddc-44a8-489c-9547-5809d4e61a03,"M - Professional, scientific and technical activities",181.0,BAD LAUTERBERG,hemeyer packaging gmbh
harman becker automotive systems gmbh,harman international,100.0,harman,harman,2701374,0dbf047a-f446-4e0e-976e-0faa1642c63a,C - Manufacturing,1561.0,KARLSBAD,harman international
rhenus office systems gmbh,rhenus gruppe,100.0,rhenus,rhenus,197177075,0dc1028b-5940-4366-8e50-f13513f2300a,H - Transportation and storage,105.0,HOLZWICKEDE,rhenus group
shw ag,shw automotive gmbh,100.0,shw,shw,14459649,0dd22b22-9f63-4aa1-acdc-11a37425d546,C - Manufacturing,1667.0,AALEN,shw automotive gmbh
kienbaum und partner gmbh,kienbaum communications gmbh & co kg,100.0,kienbaum,kienbaum,58525404,0ddf520c-4856-4afe-97cb-2a25871d7feb,"M - Professional, scientific and technical activities",488.0,KOELN,kienbaum communications gmbh &amp; co kg
per reha gmbh,per se gmbh,100.0,per,per,248421082,0df963c3-3b53-4b77-a17d-9a5a5ded6819,Q - Human health and social work activities,100.0,SARSTEDT,per se gmbh
gepe sicherheitsdienste peterhoff gmbh,gepe peterhoff,100.0,gepe peterhoff,gepe peterhoff,35558966,0e08c65c-cac0-4ee6-8258-5b24db9830ff,N - Administrative and support service activities,49.0,DUEREN,gepe peterhoff
stepstone deutschland gmbh,stepstone gmbh,100.0,stepstone,stepstone,6544271,0e2c68d8-5678-487e-9d59-6a2e24a5fc9c,J - Information and communication,3700.0,DUESSELDORF,stepstone gmbh
klopotek software & technology services gmbh,klopotek ag,100.0,klopotek,klopotek,31642370,0e316230-6e6a-4a73-b8f5-66c2cbe9c246,J - Information and communication,52.0,BERLIN,klopotek ag
niedax holding gmbh,niedax group,100.0,niedax,niedax,372765074,0e78e4fb-2eea-4bb6-8998-f5d41475c225,K - Financial and insurance activities,1897.0,LINZ,niedaxgroup
dennemeyer & co gmbh,dennemeyer group,100.0,dennemeyer,dennemeyer,41237001,0e80a1ce-391b-4872-b2a9-4afffb2b917b,N - Administrative and support service activities,65.0,MUENCHEN,dennemeyer group
katholische jugendagentur bonn ggmbh,katholische jugendagentur kln ggmbh,100.0,jugendagentur,jugendagentur,156582642,0ea449f9-13b8-4a96-9a32-017dc6c9cb1e,S - Other service activities,771.0,BONN,catholic youth agency kln ggmbh
garten und landschaftsbau palmer gmbh & co kg,palmer gruppe,100.0,palmer,palmer,2725842,0f15d0b6-95bb-4a64-8871-82e18c83b2db,N - Administrative and support service activities,58.0,STUTTGART,palmer group
dean & david braunschweig gmbh,dean and david berlin,100.0,dean david,dean david,264212603,0f1878a5-a27a-4908-ade5-36bd94fcd565,I - Accommodation and food service activities,49.0,BRAUNSCHWEIG,dean and david berlin
schuler konstruktionen gmbh,schuler konstruktionen gmbh & co kg,100.0,schuler konstruktionen,schuler konstruktionen,2806881,0f29179a-8817-44fe-9931-e0390f8f022a,"M - Professional, scientific and technical activities",287.0,RAVENSBURG,schuler constructions gmbh &amp; co kg
ihle transporte gmbh,ihle,100.0,ihle,ihle,68881675,0f4b369e-0db7-49e0-9152-e97196f1c01f,H - Transportation and storage,43.0,BURG,ihle
jost werke ag,modehaus jost,100.0,jost,jost,65800166,0f60ebdb-59c6-4c3f-bb82-451aedd73d9b,C - Manufacturing,3516.0,NEU-ISENBURG,fashion house jost
sozialwerk hamelnpyrmont gmbh & co kg,landkreis hamelnpyrmont,100.0,hamelnpyrmont,hamelnpyrmont,2345020,0f78b969-47d3-4364-a060-a225c7e87aca,Q - Human health and social work activities,138.0,BAD PYRMONT,district of hamelnpyrmont
autohaus staiger gmbh,auto staiger,100.0,staiger,staiger,100784569,0f7cf27b-0f18-47f9-adfa-ce543943d263,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,273.0,STUTTGART,car staiger
rckt gmbh & co kg,rckt gmbh,100.0,rckt,rckt,114978790,0f8ef162-c780-4cc1-bc33-71b1d9fc8ec2,"M - Professional, scientific and technical activities",61.0,BERLIN,rckt gmbh
honold industrie logistik gmbh,honold,100.0,honold,honold,151951005,0fc5bcea-7db8-4776-a980-fe7b7cd95b7c,H - Transportation and storage,52.0,NEU-ULM,honold
lima gmbh,lima group gmbh,100.0,lima,lima,164342391,0fe0766c-5ff9-4fcb-ba3c-56ea7a33c810,K - Financial and insurance activities,292.0,DUISBURG,limagroup gmbh
3b dienstleistung berlin gmbh,3b dienstleistungen,100.0,3b,3b,2268336,0ff22cdd-c695-4675-8ac0-f75e2193d625,N - Administrative and support service activities,200.0,BERLIN,3b services
hueck industrie holding gmbh & co kg,huck it gmbh,100.0,huck,huck,2505723,0ff6ed59-77c7-4936-ad38-a232d0f00b98,"M - Professional, scientific and technical activities",588.0,LIPPSTADT,huck it gmbh
havas media germany gmbh,havas media group,100.0,havas,havas,9884511,0ffd55be-bdbc-4169-8fbb-05c7566a53f0,"M - Professional, scientific and technical activities",46.0,FRANKFURT,havas media group
kutter gmbh & co kg,kutter gmbh & co kg bauunternehmung,100.0,kutter,kutter,2772620,100a2845-cdab-4297-bc45-67b9a9fb33e5,F - Construction,910.0,MEMMINGEN,kutter gmbh &amp; co kg construction company
alta deutschland gmbh,alta via consulting gmbh,100.0,alta,alta,2376653,1015f9e9-a4a9-4f60-8fab-56d2bbb65991,Q - Human health and social work activities,89.0,UELZEN,alta via consulting gmbh
lb gmbh,west lb,100.0,lb,lb,8007936,103a3502-6c12-4ef8-a771-3bc3bb9e806f,K - Financial and insurance activities,582.0,BOCHOLT,west lb
neverland ggmbh,neverland sd ug,100.0,neverland,neverland,158040215,1042b312-326e-49c0-8485-79ba1ff7cce1,Q - Human health and social work activities,111.0,POTSDAM,neverland sd ug
niedermaier gmbh,dr niedermaier pharma gmbh,100.0,niedermaier,niedermaier,2850836,1045d727-f993-43fe-8616-2305ab961ecf,F - Construction,33.0,HOHENPOLDING,dr niedermaier pharma gmbh
gastro total deutschland gmbh,total energie gas gmbh,100.0,total,total,2671381,1056f649-0f63-4165-81d7-0a2795109844,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,72.0,PLEIDELSHEIM,total energy gas gmbh
g heinemann medizintechnik gmbh,heinemann gruppe,100.0,heinemann,heinemann,130931222,1075ea58-1608-404a-a5e7-254986b42578,C - Manufacturing,40.0,KALTENKIRCHEN,heinemann group
siegmund schmidt garten und landschaftsbau gmbh,agentur siegmund gmbh,100.0,siegmund,siegmund,2832273,10999681-ea51-45a4-9c0b-a3dfa8ee4757,N - Administrative and support service activities,80.0,GERETSRIED,agency siegmund gmbh
hotel victoria betriebsgmbh,victoria consulting gmbh,100.0,victoria,victoria,8917917,109cf443-4370-4f74-a624-d16fd016f4e3,I - Accommodation and food service activities,40.0,FREIBURG,victoria consulting gmbh
kliniken dritter orden ggmbh,klinikum dritter orden,100.0,dritter orden,dritter orden,257228976,1120c342-402b-4f82-80c6-49f92f3bbb54,Q - Human health and social work activities,2479.0,MUENCHEN,Third Order Hospital
